Duration,Intended Duration,
0.4069495,Infinity,
0.4942541,0.5,-0.0057459
0.5086432,0.5,0.0086432
0.4893106,0.5,-0.0106894
0.5078739,0.5,0.0078739
0.4906282,0.5,-0.0093718
0.5109984,0.5,0.0109984
0.4921827,0.5,-0.0078173
0.4967344,0.5,-0.0032656
0.5176079,0.5,0.0176079
0.4834743,0.5,-0.0165257
0.5081666,0.5,0.0081666
0.4935107,0.5,-0.0064893
0.5048846,0.5,0.0048846
0.4965371,0.5,-0.0034629
0.4841202,0.5,-0.0158798
0.521151,0.5,0.021151
0.4918363,0.5,-0.0081637
0.5094691,0.5,0.0094691
0.4970139,0.5,-0.0029861
0.5042147,0.5,0.0042147
0.4924049,0.5,-0.0075951
0.5091156,0.5,0.0091156
0.4856004,0.5,-0.0143996
0.5003242,0.5,0.0003242
0.5153239,0.5,0.0153239
0.4826383,0.5,-0.0173617
0.5124438,0.5,0.0124438
0.4905585,0.5,-0.0094415
0.5133267,0.5,0.0133267
0.4899303,0.5,-0.0100697
0.4861101,0.5,-0.0138899
0.5185587,0.5,0.0185587
0.4923889,0.5,-0.0076111
0.5063879,0.5,0.0063879
0.4915099,0.5,-0.0084901
0.5146621,0.5,0.0146621
0.4885795,0.5,-0.0114205
0.5136951,0.5,0.0136951
0.4848186,0.5,-0.0151814
0.5024709,0.5,0.0024709
0.5053107,0.5,0.0053107
0.4950057,0.5,-0.0049943
0.505977,0.5,0.005977
0.4886537,0.5,-0.0113463
0.514201,0.5,0.014201
0.4908464,0.5,-0.0091536
0.490075,0.5,-0.009925
0.5165997,0.5,0.0165997
0.48803,0.5,-0.01197
0.5147095,0.5,0.0147095
0.4916761,0.5,-0.0083239
0.5071558,0.5,0.0071558
0.4925845,0.5,-0.0074155
0.5100778,0.5,0.0100778
0.4891791,0.5,-0.0108209
0.4991985,0.5,-0.0008015
0.506738,0.5,0.006738
0.4910581,0.5,-0.0089419
0.5100403,0.5,0.0100403
0.4893007,0.5,-0.0106993
0.5082832,0.5,0.0082832
0.4938021,0.5,-0.0061979
0.4924125,0.5,-0.0075875
0.5232656,0.5,0.0232656
0.4814,0.5,-0.0186
0.5093381,0.5,0.0093381
0.4927782,0.5,-0.0072218
0.5120556,0.5,0.0120556
0.4875738,0.5,-0.0124262
0.5088542,0.5,0.0088542
0.4921353,0.5,-0.0078647
0.4986007,0.5,-0.0013993
0.509545,0.5,0.009545
0.4913037,0.5,-0.0086963
0.5067959,0.5,0.0067959
0.4924607,0.5,-0.0075393
0.5076259,0.5,0.0076259
0.4932182,0.5,-0.0067818
0.4915178,0.5,-0.0084822
0.5203605,0.5,0.0203605
0.4904507,0.5,-0.0095493
0.5104451,0.5,0.0104451
0.4849584,0.5,-0.0150416
0.511045,0.5,0.011045
0.4949508,0.5,-0.0050492
0.5075766,0.5,0.0075766
0.4862393,0.5,-0.0137607
0.5034075,0.5,0.0034075
0.5110201,0.5,0.0110201
0.491179,0.5,-0.008821
0.5090349,0.5,0.0090349
0.4853939,0.5,-0.0146061
0.5107153,0.5,0.0107153
0.4918937,0.5,-0.0081063
0.4922124,0.5,-0.0077876
0.5181963,0.5,0.0181963
0.4897554,0.5,-0.0102446
0.5136222,0.5,0.0136222
0.4837099,0.5,-0.0162901
0.5119222,0.5,0.0119222
0.4901766,0.5,-0.0098234
0.5092246,0.5,0.0092246
0.4894722,0.5,-0.0105278
0.5016734,0.5,0.0016734
0.5065958,0.5,0.0065958
0.4937216,0.5,-0.0062784
0.5094523,0.5,0.0094523
0.4902436,0.5,-0.0097564
0.5093845,0.5,0.0093845
0.4926206,0.5,-0.0073794
0.4884155,0.5,-0.0115845
0.5184103,0.5,0.0184103
0.4914027,0.5,-0.0085973
0.5113388,0.5,0.0113388
0.4961257,0.5,-0.0038743
0.5017726,0.5,0.0017726
0.4915041,0.5,-0.0084959
0.5094833,0.5,0.0094833
0.4936463,0.5,-0.0063537
0.4936423,0.5,-0.0063577
0.5107939,0.5,0.0107939
0.4932322,0.5,-0.0067678
0.5113913,0.5,0.0113913
0.4877969,0.5,-0.0122031
0.5070709,0.5,0.0070709
0.4932368,0.5,-0.0067632
0.4869857,0.5,-0.0130143
0.5225246,0.5,0.0225246
0.4898135,0.5,-0.0101865
0.5092167,0.5,0.0092167
0.4872189,0.5,-0.0127811
0.5165758,0.5,0.0165758
0.4890296,0.5,-0.0109704
0.5097075,0.5,0.0097075
0.4846298,0.5,-0.0153702
0.5015584,0.5,0.0015584
0.5148405,0.5,0.0148405
0.4858269,0.5,-0.0141731
0.5163632,0.5,0.0163632
0.4822727,0.5,-0.0177273
0.5144982,0.5,0.0144982
0.4865766,0.5,-0.0134234
0.494004,0.5,-0.005996
0.5159197,0.5,0.0159197
0.4921119,0.5,-0.0078881
0.5111645,0.5,0.0111645
0.4855773,0.5,-0.0144227
0.5152009,0.5,0.0152009
0.4859115,0.5,-0.0140885
0.5134895,0.5,0.0134895
0.4866517,0.5,-0.0133483
0.4978157,0.5,-0.0021843
0.5131243,0.5,0.0131243
0.4893862,0.5,-0.0106138
0.5104413,0.5,0.0104413
0.4927735,0.5,-0.0072265
0.5045481,0.5,0.0045481
0.491757,0.5,-0.008243
0.4933189,0.5,-0.0066811
0.51793,0.5,0.01793
0.4888168,0.5,-0.0111832
0.509716,0.5,0.009716
0.4929851,0.5,-0.0070149
0.5082266,0.5,0.0082266
0.4877371,0.5,-0.0122629
0.5138139,0.5,0.0138139
0.4924006,0.5,-0.0075994
0.4960425,0.5,-0.0039575
0.5165232,0.5,0.0165232
0.4833332,0.5,-0.0166668
0.5117081,0.5,0.0117081
0.488703,0.5,-0.011297
0.511884,0.5,0.011884
0.4846245,0.5,-0.0153755
0.4949134,0.5,-0.0050866
0.5151164,0.5,0.0151164
0.4946032,0.5,-0.0053968
0.5055526,0.5,0.0055526
0.4940441,0.5,-0.0059559
0.5084994,0.5,0.0084994
0.4941664,0.5,-0.0058336
0.5031275,0.5,0.0031275
0.495703,0.5,-0.004297
0.4944054,0.5,-0.0055946
0.5115834,0.5,0.0115834
0.4925343,0.5,-0.0074657
0.5100617,0.5,0.0100617
0.4914986,0.5,-0.0085014
0.5052381,0.5,0.0052381
0.4915837,0.5,-0.0084163
0.4934731,0.5,-0.0065269
0.515253,0.5,0.015253
0.4921841,0.5,-0.0078159
0.5122756,0.5,0.0122756
0.4889896,0.5,-0.0110104
0.5069089,0.5,0.0069089
0.488761,0.5,-0.011239
0.5139402,0.5,0.0139402
0.4856389,0.5,-0.0143611
0.5061544,0.5,0.0061544
0.513184,0.5,0.013184
0.4878404,0.5,-0.0121596
0.5067254,0.5,0.0067254
0.4863225,0.5,-0.0136775
0.510478,0.5,0.010478
0.4953468,0.5,-0.0046532
0.4887953,0.5,-0.0112047
0.5181392,0.5,0.0181392
0.4902364,0.5,-0.0097636
0.5068442,0.5,0.0068442
0.4949818,0.5,-0.0050182
0.5094325,0.5,0.0094325
0.4865774,0.5,-0.0134226
0.5139844,0.5,0.0139844
0.4876607,0.5,-0.0123393
0.4980671,0.5,-0.0019329
0.5109303,0.5,0.0109303
,,-0.0049891
